0
1.2477
0.5233
0.3972
0.3389
0.2955
0.2686
0.2516
0.2283
0.2237
0.2131
0.1993
0.1941
0.1911
0.1784
0.1753
0.1712
0.1695
0.1633
0.1598
0.1617
0.1521
0.1511
0.1448
0.1391
0.1422
0.1417
0.1341
0.1368
0.1346
0.1338
