0,1,2,3,4,5,6,7,8,9
1.0395,1.0433,1.0021,0.9732,1.0775,1.3255,1.0347,1.0376,1.0254,1.0070
1.0105,1.0074,0.9343,0.9819,0.9891,0.8030,0.8548,0.9179,0.9776,0.9599
0.9351,0.9040,0.9118,0.8564,0.9314,0.7196,0.9204,0.9069,0.8825,0.9224
0.8153,0.7854,0.8133,0.7590,0.8735,1.1723,0.9487,0.8704,0.8116,0.8283
0.6225,0.6334,0.7129,0.5602,0.6407,0.6241,0.8823,0.5913,0.5518,0.6323
0.4303,0.4726,0.6866,0.3154,0.5180,0.5190,0.7415,0.4258,0.3726,0.4642
0.4375,0.4130,0.6434,0.2393,0.5690,0.3004,0.8133,0.3800,0.3675,0.4183
0.4527,0.4290,0.6670,0.2705,0.4956,0.3287,0.7383,0.3880,0.3621,0.4470
0.4254,0.4223,0.6034,0.2740,0.4881,0.3474,0.7249,0.3875,0.3547,0.3905
0.3830,0.4140,0.6697,0.2671,0.5415,0.4474,0.7421,0.3913,0.3382,0.4051
0.4295,0.4337,0.6150,0.2371,0.5005,0.5257,0.7066,0.3631,0.3382,0.3995
0.4100,0.3965,0.6060,0.2496,0.5875,0.5374,0.7110,0.3856,0.3840,0.3861
0.3628,0.3795,0.6060,0.2300,0.5685,0.6316,0.7446,0.3773,0.3670,0.4021
0.4077,0.3972,0.5921,0.2195,0.5485,0.4211,0.6850,0.3625,0.3302,0.3738
0.4011,0.3856,0.5902,0.2512,0.4593,0.3324,0.6614,0.3538,0.3489,0.3662
0.3718,0.3765,0.6161,0.2383,0.5212,0.2639,0.6581,0.3524,0.3152,0.3671
0.3475,0.3799,0.5543,0.2533,0.5308,0.5502,0.7191,0.3276,0.2984,0.3824
0.3605,0.3741,0.5562,0.2087,0.5442,0.4060,0.7146,0.3432,0.2946,0.3806
0.3667,0.3781,0.5215,0.2635,0.5078,0.4172,0.6194,0.3276,0.3011,0.3667
0.3831,0.3669,0.5297,0.2236,0.4444,0.4277,0.6456,0.3302,0.2923,0.3807
0.3933,0.3749,0.5139,0.2129,0.4958,0.3335,0.7107,0.3386,0.2910,0.3526
0.3530,0.3578,0.6250,0.2019,0.5185,0.4033,0.6680,0.3171,0.2884,0.3489
0.3661,0.3890,0.5565,0.2163,0.4521,0.2718,0.6431,0.3396,0.3139,0.3495
0.3437,0.3477,0.4805,0.2298,0.4751,0.3710,0.6528,0.3036,0.2808,0.3475
0.3452,0.3491,0.6263,0.2075,0.4580,0.3981,0.6373,0.3195,0.2851,0.3421
0.3410,0.3701,0.5575,0.2265,0.4877,0.2632,0.7010,0.3051,0.2879,0.3358
0.3218,0.3539,0.5104,0.2140,0.4197,0.2945,0.6280,0.2987,0.2803,0.3409
0.3211,0.3522,0.4756,0.2146,0.4925,0.2340,0.5446,0.3184,0.2880,0.3156
0.3497,0.3278,0.4363,0.2034,0.4807,0.2274,0.6289,0.2916,0.2714,0.3316
0.3189,0.3422,0.4508,0.1794,0.4604,0.2899,0.6118,0.2730,0.2403,0.2953
0.3278,0.3078,0.5172,0.1806,0.5025,0.2656,0.6038,0.2867,0.2508,0.3272
0.3222,0.3038,0.5332,0.1965,0.4554,0.5237,0.5986,0.2776,0.2446,0.2898
0.2854,0.3228,0.5068,0.2012,0.4576,0.3986,0.5087,0.2670,0.2192,0.2834
0.3191,0.3187,0.4541,0.1720,0.4009,0.2983,0.5462,0.2649,0.2493,0.3052
0.3184,0.3043,0.4939,0.1780,0.4677,0.6172,0.6231,0.2836,0.2470,0.3013
0.2907,0.3035,0.5008,0.1696,0.3679,0.2302,0.4788,0.2458,0.2189,0.2856
0.3198,0.2929,0.5007,0.2025,0.3846,0.3789,0.5928,0.2615,0.2049,0.2659
0.3113,0.2804,0.4849,0.1861,0.4429,0.3485,0.5724,0.2504,0.2173,0.2483
0.2801,0.2962,0.5116,0.1761,0.3998,0.2328,0.4683,0.2255,0.2003,0.2444
0.2817,0.2677,0.4092,0.1822,0.4033,0.2529,0.4915,0.2463,0.1949,0.2394
0.2948,0.3029,0.4652,0.1771,0.5239,0.5192,0.4780,0.2357,0.2166,0.2508
0.2840,0.2895,0.5274,0.1839,0.4786,0.3871,0.4764,0.2416,0.2019,0.2538
0.3073,0.3041,0.4313,0.1880,0.4476,0.2833,0.4846,0.2398,0.1982,0.2537
0.2687,0.2993,0.4786,0.1712,0.4388,0.3698,0.4703,0.2308,0.1982,0.2655
0.2510,0.2495,0.4985,0.1466,0.3967,0.3160,0.4921,0.2065,0.1624,0.2219
0.2880,0.2880,0.4563,0.1736,0.4260,0.3393,0.5090,0.2197,0.1918,0.2687
0.2447,0.2990,0.4644,0.1734,0.4171,0.3832,0.4891,0.2401,0.1967,0.2397
0.2561,0.2963,0.4767,0.1724,0.4408,0.4473,0.3993,0.2313,0.1955,0.2574
0.2441,0.2596,0.4442,0.1419,0.4221,0.4551,0.4623,0.2043,0.1743,0.2288
0.2412,0.2565,0.4466,0.1411,0.3654,0.3489,0.4707,0.1836,0.1527,0.2184
