0,1,2,3,4,5,6,7,8,9
0.3783,0.3218,0.5482,0.4763,0.4516,0.4625,0.1654,0.3276,0.4999,0.3827
0.3944,0.3232,0.6171,0.5031,0.4659,0.5106,0.1578,0.3141,0.4929,0.4247
0.4092,0.3150,0.4415,0.4852,0.4671,0.4563,0.1561,0.3038,0.6063,0.3872
0.4040,0.3079,0.5175,0.4924,0.4176,0.4520,0.1596,0.3228,0.4716,0.4007
0.4099,0.3286,0.5748,0.5170,0.4145,0.4711,0.1605,0.3081,0.5210,0.4002
0.4340,0.2920,0.5815,0.4924,0.4695,0.4889,0.1411,0.3424,0.4862,0.3806
0.3908,0.3112,0.5158,0.5011,0.4364,0.4338,0.1551,0.3550,0.5194,0.3756
0.3924,0.2857,0.5640,0.4910,0.4645,0.4617,0.1488,0.3087,0.5273,0.3696
0.3823,0.3053,0.4996,0.5089,0.4729,0.4546,0.1706,0.3336,0.5087,0.4018
0.3898,0.3192,0.5415,0.4593,0.4446,0.4603,0.1596,0.3018,0.5351,0.3493
0.3993,0.3011,0.4720,0.4835,0.4473,0.4751,0.1567,0.3348,0.4949,0.3762
0.3965,0.2917,0.5145,0.4922,0.4397,0.4858,0.1438,0.3512,0.4964,0.3930
0.3876,0.3066,0.4917,0.4804,0.4583,0.4676,0.1346,0.3022,0.4836,0.3957
0.3898,0.2907,0.5783,0.4909,0.4332,0.4767,0.1520,0.3061,0.4893,0.3688
0.4161,0.3016,0.5542,0.4811,0.4486,0.4565,0.1295,0.3245,0.5601,0.3699
0.3833,0.3149,0.5062,0.4968,0.4333,0.4329,0.1552,0.3118,0.5502,0.3780
0.4034,0.2997,0.5548,0.4756,0.4303,0.4413,0.1561,0.3074,0.5404,0.4104
0.3941,0.2898,0.5893,0.4400,0.4272,0.4521,0.1585,0.3146,0.4696,0.3753
0.3899,0.3284,0.5584,0.4999,0.4356,0.4935,0.1521,0.2857,0.5621,0.3910
0.4071,0.2969,0.5286,0.4978,0.4541,0.4406,0.1461,0.3360,0.4772,0.4194
0.3839,0.3262,0.5492,0.5325,0.4179,0.5360,0.1458,0.2914,0.5112,0.3839
0.3821,0.3005,0.4493,0.4817,0.4328,0.4279,0.1486,0.3329,0.5850,0.3915
0.3946,0.2729,0.5238,0.4902,0.4258,0.4829,0.1307,0.3002,0.4848,0.3869
0.3940,0.3191,0.6370,0.4668,0.4328,0.4410,0.1238,0.3375,0.4985,0.3736
0.3979,0.2999,0.5176,0.4738,0.4300,0.4408,0.1476,0.3250,0.4934,0.4091
0.3896,0.3031,0.5625,0.4679,0.4478,0.4616,0.1486,0.3122,0.5743,0.3968
0.4121,0.3023,0.5360,0.4873,0.4375,0.4726,0.1371,0.3431,0.5059,0.3889
0.3981,0.2949,0.4486,0.4859,0.4768,0.4435,0.1725,0.3163,0.4788,0.3499
0.3848,0.2916,0.5563,0.4738,0.4274,0.4936,0.1508,0.3130,0.5319,0.3831
0.3875,0.2725,0.5194,0.4663,0.4336,0.4778,0.1226,0.2964,0.5265,0.3796
0.3653,0.3100,0.4948,0.4677,0.4333,0.4502,0.1493,0.3164,0.4842,0.3640
0.4015,0.2926,0.6005,0.4767,0.4061,0.4608,0.1654,0.3183,0.5282,0.3827
0.4023,0.3044,0.4925,0.4487,0.4301,0.4450,0.1477,0.3226,0.5275,0.3664
0.3819,0.3057,0.4972,0.4809,0.4276,0.4160,0.1576,0.3275,0.4979,0.4056
0.3965,0.3245,0.5416,0.4710,0.4354,0.4627,0.1602,0.3512,0.5312,0.3668
0.3731,0.2953,0.4758,0.4637,0.4596,0.3881,0.1486,0.3064,0.5238,0.3828
0.3935,0.3080,0.5519,0.4597,0.4529,0.4863,0.1574,0.3073,0.5271,0.4090
