0,1,2,3,4,5,6,7,8,9
0.4303,0.3147,0.5185,0.4797,0.4414,0.4611,0.1667,0.3528,0.4956,0.4097
0.4210,0.3048,0.5387,0.4638,0.4690,0.4419,0.1998,0.3585,0.5897,0.4108
0.4459,0.3077,0.5904,0.4797,0.4555,0.4574,0.1872,0.3541,0.5655,0.4126
0.4255,0.2996,0.5147,0.4969,0.4680,0.4634,0.1791,0.3025,0.5389,0.4036
0.3749,0.3038,0.5507,0.4986,0.4512,0.4772,0.1832,0.3440,0.5540,0.4056
0.4141,0.3089,0.5359,0.4974,0.4318,0.4965,0.1703,0.3387,0.5467,0.3962
0.3958,0.3273,0.5628,0.4824,0.4399,0.4674,0.1893,0.3237,0.5238,0.4136
0.4206,0.3243,0.5324,0.5171,0.4673,0.4389,0.1619,0.3346,0.4863,0.4044
0.3913,0.3229,0.5217,0.4843,0.4518,0.4563,0.1699,0.3625,0.5052,0.3880
0.4197,0.3069,0.5073,0.4808,0.4781,0.4699,0.1514,0.3222,0.5326,0.3936
0.4315,0.3062,0.5655,0.4683,0.4539,0.4498,0.1693,0.3136,0.4810,0.4066
0.4032,0.3226,0.5773,0.4964,0.4326,0.4003,0.1609,0.3119,0.5156,0.4128
0.4064,0.3089,0.4959,0.4999,0.4740,0.4683,0.1480,0.3424,0.5383,0.3872
0.3827,0.3094,0.5946,0.4953,0.4604,0.4978,0.1418,0.3034,0.5620,0.4294
0.4197,0.3029,0.6274,0.4747,0.4665,0.4548,0.1550,0.3112,0.5376,0.3892
0.4001,0.3252,0.5873,0.4946,0.4405,0.4888,0.1661,0.3225,0.5397,0.4017
0.3786,0.3222,0.5480,0.4762,0.4516,0.4631,0.1659,0.3277,0.4992,0.3822
0.3950,0.3235,0.6162,0.5030,0.4661,0.5107,0.1569,0.3144,0.4933,0.4248
0.4092,0.3152,0.4415,0.4849,0.4671,0.4565,0.1558,0.3039,0.6060,0.3874
0.4042,0.3081,0.5173,0.4923,0.4176,0.4521,0.1602,0.3231,0.4711,0.4005
0.4098,0.3286,0.5743,0.5166,0.4150,0.4706,0.1605,0.3081,0.5207,0.4004
0.4339,0.2924,0.5810,0.4923,0.4697,0.4888,0.1408,0.3421,0.4867,0.3816
0.3908,0.3115,0.5156,0.5010,0.4365,0.4341,0.1549,0.3551,0.5191,0.3762
0.3924,0.2860,0.5636,0.4910,0.4646,0.4618,0.1489,0.3088,0.5271,0.3694
0.3822,0.3056,0.4991,0.5091,0.4728,0.4550,0.1717,0.3338,0.5084,0.4015
0.3904,0.3194,0.5410,0.4590,0.4450,0.4605,0.1604,0.3018,0.5345,0.3496
0.3994,0.3007,0.4718,0.4831,0.4466,0.4741,0.1587,0.3350,0.4928,0.3751
0.3969,0.2919,0.5150,0.4922,0.4385,0.4864,0.1459,0.3524,0.4939,0.3912
0.3868,0.3070,0.4904,0.4806,0.4566,0.4671,0.1370,0.3024,0.4819,0.3950
0.3896,0.2908,0.5781,0.4907,0.4328,0.4760,0.1540,0.3063,0.4885,0.3686
0.4157,0.3022,0.5552,0.4808,0.4480,0.4559,0.1308,0.3244,0.5585,0.3691
0.3832,0.3152,0.5063,0.4963,0.4335,0.4329,0.1565,0.3121,0.5494,0.3776
0.4043,0.3001,0.5546,0.4758,0.4304,0.4410,0.1570,0.3077,0.5402,0.4106
0.3942,0.2901,0.5890,0.4397,0.4273,0.4522,0.1603,0.3149,0.4693,0.3752
0.3910,0.3292,0.5584,0.5001,0.4353,0.4936,0.1542,0.2854,0.5610,0.3897
0.4065,0.2965,0.5283,0.4976,0.4539,0.4403,0.1476,0.3368,0.4761,0.4186
0.3833,0.3261,0.5498,0.5313,0.4171,0.5362,0.1486,0.2913,0.5097,0.3828
0.3811,0.3003,0.4492,0.4795,0.4317,0.4273,0.1512,0.3334,0.5833,0.3905
0.3949,0.2727,0.5228,0.4888,0.4255,0.4821,0.1333,0.3001,0.4836,0.3865
0.3936,0.3198,0.6366,0.4662,0.4323,0.4410,0.1262,0.3380,0.4959,0.3725
0.3982,0.3007,0.5166,0.4729,0.4308,0.4414,0.1476,0.3250,0.4924,0.4084
0.3895,0.3034,0.5624,0.4671,0.4486,0.4612,0.1494,0.3124,0.5728,0.3974
0.4122,0.3025,0.5362,0.4873,0.4375,0.4725,0.1380,0.3435,0.5057,0.3894
0.3983,0.2947,0.4483,0.4857,0.4770,0.4435,0.1727,0.3163,0.4786,0.3496
0.3847,0.2919,0.5568,0.4733,0.4274,0.4935,0.1520,0.3130,0.5314,0.3824
0.3877,0.2723,0.5194,0.4656,0.4325,0.4774,0.1242,0.2963,0.5260,0.3780
0.3650,0.3099,0.4951,0.4672,0.4326,0.4496,0.1512,0.3164,0.4830,0.3637
0.4011,0.2924,0.6004,0.4757,0.4061,0.4607,0.1668,0.3186,0.5276,0.3825
0.4020,0.3043,0.4929,0.4484,0.4297,0.4448,0.1490,0.3227,0.5272,0.3658
0.3819,0.3057,0.4973,0.4808,0.4275,0.4159,0.1584,0.3276,0.4974,0.4056
0.3962,0.3245,0.5412,0.4706,0.4355,0.4622,0.1609,0.3511,0.5310,0.3666
0.3728,0.2953,0.4749,0.4637,0.4590,0.3878,0.1511,0.3064,0.5223,0.3820
0.3929,0.3079,0.5518,0.4592,0.4527,0.4863,0.1589,0.3075,0.5262,0.4090
